nodef	couple	education	revdispo	montant	age	objet	apport	prt	client	enfant	tempsplein	duree	type	interet	pel	PCS	courant
0	1	0	22.58	1.5e+06	30	0	6	0	0	2	1	2	2	3.381	1	2	2
0	1	0	26.75	1.5e+06	31	0	6.15	0	0	2	1	2	2	3.39	1	2	2
0	1	0	63.33	1.5e+06	32	0	6.3	0	0	2	1	2	2	3.399	1	2	2
0	1	0	23.75	1.5e+06	33	0	6.45	0	0	2	1	2	2	3.408	1	2	2
0	1	0	20.75	1.5e+06	34	0	6.6	0	0	2	1	2	2	3.417	1	2	2
0	1	0	24.5	1.5e+06	35	0	6.75	0	0	2	1	2	2	3.426	1	2	2
0	1	0	16.17	1.6e+06	36	0	6.9	0	0	2	1	2	2	4.453	1	3	2
0	1	0	29.5	1.6e+06	37	0	7.05	0	0	1	1	2	2	4.462	1	3	2
0	1	0	52.83	1.3e+06	38	0	7.2	0	0	2	1	3	2	4.471	1	3	2
0	1	1	32.33	1.3e+06	39	0	7.35	0	0	2	1	3	2	4.48	1	3	2
0	1	1	21.08	1.3e+06	40	0	7.5	0	0	2	1	3	2	4.489	1	3	2
0	1	1	28.17	1.4e+06	41	0	7.65	0	0	2	1	3	2	4.498	1	3	2
0	1	1	19	1.4e+06	42	0	7.8	0	0	1	1	3	2	4.507	1	3	2
0	1	1	27.58	1.4e+06	43	0	7.95	0	0	2	1	3	2	4.516	1	3	2
0	1	1	27.83	1.4e+06	44	0	8.1	0	0	2	1	3	1	4.525	1	3	2
0	1	1	40	1.4e+06	45	0	8.25	0	0	1	0	3	1	4.534	1	3	2
0	1	1	37.33	1.4e+06	46	0	8.4	0	0	1	0	3	1	3.516	1	3	2
0	1	1	42.5	1.5e+06	47	0	8.55	0	0	1	0	3	1	3.525	1	3	2
0	1	1	56.75	1.5e+06	48	0	8.7	0	0	1	0	3	1	3.534	1	3	2
0	1	1	43.17	1.5e+06	49	0	8.85	0	0	1	0	3	1	3.543	1	3	2
0	1	1	23.75	1.5e+06	50	0	9	0	0	1	0	3	1	3.552	1	3	2
0	0	1	18.5	1.5e+06	51	0	9.15	0	0	1	0	3	1	3.561	1	3	2
0	0	1	40.83	1.6e+06	21	0	9.3	1	0	2	0	3	1	3.57	1	1	2
0	1	1	24.5	1.6e+06	22	0	9.45	1	0	3	0	3	2	3.579	1	1	2
0	1	1	42	1.6e+06	23	0	9.6	1	0	3	0	3	2	3.588	1	1	2
0	1	1	19.5	1.6e+06	24	0	9.75	1	0	1	0	3	2	3.597	1	3	2
0	1	1	21.5	1.6e+06	25	0	9.9	1	0	1	0	3	2	3.606	1	1	2
0	1	1	31.25	1.6e+06	26	0	10.05	1	0	1	0	3	2	3.615	1	1	2
0	1	1	27.25	1.7e+06	27	0	10.2	1	0	1	0	3	2	3.624	1	3	2
0	1	1	48.75	1.7e+06	28	0	10.35	1	0	1	0	3	2	3.633	1	3	2
0	0	1	30.42	1.7e+06	29	0	10.5	1	0	1	0	3	2	3.642	1	3	2
0	0	0	29.42	1.7e+06	30	0	10.65	1	0	1	0	3	2	3.651	1	3	2
0	0	1	28.25	1.7e+06	31	0	10.8	1	0	1	0	3	2	3.66	1	3	2
0	0	1	40.25	1.8e+06	32	0	10.95	1	0	1	0	3	2	3.669	1	3	2
0	0	1	36.5	1.8e+06	33	0	11.1	1	0	1	0	3	2	3.678	1	3	2
0	0	1	25.58	1.8e+06	34	0	11.25	1	0	1	0	3	2	3.687	1	3	2
0	0	1	29.83	1.8e+06	35	0	11.4	1	0	2	0	3	2	3.696	1	3	2
0	0	0	23.08	1.8e+06	36	0	11.55	1	0	2	0	3	2	3.705	1	3	2
0	0	1	32.17	1.8e+06	37	0	11.7	1	0	2	0	3	2	3.714	1	3	2
0	0	1	25.17	1.9e+06	38	0	11.85	1	0	2	0	3	2	3.723	1	3	2
0	0	1	35.17	1.9e+06	39	0	12	1	0	2	0	2	2	3.732	1	3	2
0	0	1	18.58	1.9e+06	40	1	12.15	1	0	2	0	2	2	3.741	1	3	2
0	0	1	39.92	1.9e+06	41	1	12.3	1	0	2	0	2	2	3.75	1	3	2
0	0	1	23.42	1.9e+06	42	1	12.45	1	0	2	0	2	2	3.759	1	3	2
0	0	1	37.58	1.9e+06	43	1	12.6	1	0	2	0	2	1	3.768	1	3	2
0	0	1	24.75	2.0e+06	44	1	12.75	1	0	2	0	2	1	3.777	1	3	2
0	0	1	47	2.0e+06	45	1	12.9	1	0	3	0	2	1	3.786	1	3	2
0	0	1	34.17	2.0e+06	46	1	13.05	1	0	3	0	2	1	3.795	1	3	2
0	0	1	22.17	2.0e+06	47	1	13.2	1	0	3	0	2	1	4.822	1	3	2
0	0	1	27.75	2.0e+06	48	1	13.35	1	0	3	0	2	1	4.831	1	3	2
0	0	0	42.75	2.1e+06	49	0	13.5	1	0	3	0	1	1	4.84	1	3	2
0	0	0	28.67	2.1e+06	50	0	13.65	1	0	2	0	1	1	4.849	1	3	2
0	0	0	36.25	2.1e+06	51	0	13.8	1	0	2	0	1	1	4.858	1	3	2
0	0	0	18.17	2.1e+06	52	0	13.95	1	0	2	0	1	1	4.867	1	3	2
0	0	0	21.25	2.1e+06	53	0	14.1	1	0	2	0	1	1	4.876	1	3	2
0	0	0	38.92	2.1e+06	54	0	14.25	1	0	2	0	1	1	4.885	1	3	2
0	0	0	31.83	2.2e+06	55	0	14.4	1	0	2	0	1	1	4.894	1	3	1
0	0	0	17.33	2.2e+06	56	0	14.55	1	0	2	0	1	1	4.903	1	3	1
0	0	0	20.42	2.2e+06	57	0	14.7	1	0	2	0	1	1	4.912	1	3	1
0	0	0	39.08	2.2e+06	58	0	14.85	1	0	2	0	1	1	4.921	1	3	1
0	0	0	38.67	2.2e+06	59	0	15	1	0	2	0	1	1	4.93	1	3	1
0	0	0	27.67	2.3e+06	60	0	15.15	1	0	2	0	1	1	4.939	1	3	1
0	0	0	27.75	2.3e+06	61	0	15.3	1	0	2	0	1	1	4.948	1	3	1
0	0	0	19	2.3e+06	62	0	15.45	1	0	2	0	1	1	4.957	1	3	1
0	0	0	25	2.3e+06	19	0	15.6	1	0	2	0	1	1	4.966	1	1	1
0	0	0	27.67	2.3e+06	21	0	15.75	1	0	2	0	1	1	4.975	1	1	1
0	0	0	22.25	2.3e+06	23	0	15.9	1	0	2	0	1	1	4.984	1	1	1
0	0	0	49.83	2.4e+06	25	0	16.05	1	0	2	0	1	1	4.993	1	1	1
0	0	0	32.33	2.4e+06	27	0	16.2	1	0	2	0	1	1	5.002	1	1	1
0	0	0	38.25	2.4e+06	29	0	16.35	1	0	2	0	1	1	5.011	1	1	1
0	0	0	47.33	2.4e+06	31	0	16.5	1	0	2	0	1	1	5.02	1	3	1
0	0	0	27.83	2.4e+06	33	0	5	1	0	2	0	1	1	5.029	1	3	1
0	0	0	35.75	2.5e+06	35	0	5.25	1	0	2	0	1	1	5.038	1	3	1
0	0	0	33.58	2.5e+06	37	0	5.5	1	0	2	0	1	1	4.047	1	3	1
0	0	0	34.08	2.5e+06	39	0	5.75	1	0	2	0	1	1	4.056	1	3	1
0	0	0	20.75	2.5e+06	41	0	6	1	0	2	0	1	1	4.065	1	3	1
0	0	0	33.17	2.5e+06	43	0	6.25	1	0	2	0	1	1	4.074	1	3	1
0	0	0	22.75	2.5e+06	45	0	6.5	1	0	2	0	1	1	4.083	1	3	1
0	0	0	48.75	2.6e+06	47	0	6.75	1	0	2	0	1	1	4.092	1	3	1
0	0	0	40.58	2.6e+06	49	0	7	1	0	2	0	1	1	4.101	1	3	1
0	0	0	20.67	2.6e+06	51	0	7.25	1	0	2	0	1	1	4.11	1	3	1
0	0	0	38.75	2.6e+06	53	0	7.5	1	0	2	0	1	1	4.119	1	3	1
0	0	0	57.08	2.6e+06	55	0	7.75	1	0	2	0	1	1	4.128	1	3	1
0	0	0	31.25	2.7e+06	57	0	8	1	0	2	0	1	1	4.137	1	3	1
0	0	0	22	2.7e+06	41	0	8.25	1	0	2	0	1	1	4.146	1	3	1
0	0	0	58.33	2.7e+06	42	0	8.5	1	0	2	0	1	1	4.155	1	3	1
0	0	0	28.92	2.7e+06	43	0	8.75	1	0	2	0	1	1	4.164	1	3	1
0	0	0	46	2.7e+06	44	0	9	1	0	2	0	1	1	4.173	1	2	1
0	0	0	21	2.7e+06	45	0	9.25	1	0	2	0	1	1	4.182	1	2	1
0	0	0	24.75	2.8e+06	46	0	9.5	1	0	2	0	1	1	4.191	1	2	1
0	0	0	20.83	2.8e+06	47	0	9.75	1	0	2	0	1	1	4.2	1	2	1
0	0	0	24.58	2.8e+06	48	0	10	1	0	2	0	1	1	4.209	1	2	1
0	0	0	26.5	2.8e+06	49	0	10.25	1	0	2	0	1	1	4.218	1	2	1
0	0	0	40.92	2.8e+06	50	0	10.5	1	0	2	0	1	1	4.227	1	2	1
0	0	0	38.33	2.8e+06	51	0	10.75	1	0	2	0	1	1	4.236	1	2	1
0	0	0	19.58	2.9e+06	52	0	11	1	0	2	0	1	1	4.245	1	2	1
0	0	0	39.25	2.9e+06	53	0	11.25	1	0	2	0	1	1	4.254	1	2	1
0	0	0	25.75	2.9e+06	54	0	11.5	1	0	2	0	1	1	4.263	1	2	1
0	0	0	46.08	2.9e+06	55	0	11.75	1	0	2	0	1	2	4.272	1	2	1
0	0	0	19.67	2.9e+06	19	0	12	1	0	2	0	1	2	4.281	1	1	1
0	0	0	22.25	3.0e+06	21	0	12.25	1	0	2	0	1	2	4.29	1	1	1
0	0	0	18.83	3.0e+06	23	0	12.5	1	0	2	0	1	2	4.299	1	1	1
0	0	0	64.08	3.0e+06	25	0	12.75	1	0	2	0	1	2	4.308	1	1	1
0	0	0	16.5	3.0e+06	27	0	13	1	0	2	0	1	2	4.317	1	1	1
0	0	0	68.67	3.0e+06	29	0	13.25	1	0	2	0	1	2	3.2	1	3	1
0	0	0	76.75	3.0e+06	31	0	13.5	1	0	2	0	1	2	3.208	1	3	1
0	0	0	15.92	3.1e+06	33	0	13.75	1	0	2	0	1	2	3.216	1	3	1
0	0	0	34.83	1.2e+06	35	0	14	1	0	2	0	1	2	3.224	1	3	1
0	0	0	47.42	1.2e+06	37	0	14.25	1	0	2	0	1	2	3.232	1	3	1
0	0	0	23.17	1.2e+06	39	0	14.5	1	0	2	0	1	2	3.24	1	3	1
0	0	0	45.17	1.3e+06	41	0	14.75	1	0	2	0	1	2	3.248	1	3	1
0	0	0	15.17	1.3e+06	43	0	15	1	0	2	0	1	2	3.256	1	3	1
0	0	0	18.83	1.3e+06	45	0	15.25	1	0	2	0	1	2	3.264	1	3	1
0	0	0	52.5	1.3e+06	47	0	15.5	1	0	2	0	1	2	3.272	1	3	1
0	0	0	19.17	1.3e+06	49	0	15.75	1	0	2	0	1	2	3.28	1	3	1
0	0	0	18	1.3e+06	51	0	16	1	0	2	0	1	2	3.288	1	3	1
0	0	0	37.5	1.4e+06	53	0	16.25	0	0	2	0	1	2	3.296	1	3	1
0	0	0	22.67	1.4e+06	55	0	16.5	0	0	2	0	1	2	3.304	1	3	1
0	0	0	47.83	1.4e+06	18	0	16.75	0	0	2	0	1	2	3.312	1	3	1
0	0	0	34.08	1.4e+06	19	0	17	0	1	2	0	1	2	3.32	1	3	1
0	0	0	33.08	1.4e+06	20	0	17.25	1	1	2	0	1	2	3.328	1	1	1
0	0	0	43.08	1.4e+06	21	0	17.5	1	1	2	0	1	2	3.336	1	1	1
0	0	0	34.5	1.5e+06	22	0	17.75	1	1	2	0	1	2	3.344	1	1	1
0	0	0	42.75	1.5e+06	23	0	18	1	1	2	0	1	2	3.352	1	2	1
0	0	0	18.25	1.5e+06	24	0	18.25	1	1	2	0	1	2	3.36	1	2	1
0	0	0	23.08	1.5e+06	25	0	18.5	1	1	2	0	1	2	3.368	1	2	1
0	0	0	22.5	1.5e+06	26	0	18.75	1	1	2	0	1	2	3.376	1	2	1
0	0	0	17.92	1.5e+06	27	0	19	1	1	2	0	1	2	3.384	1	2	1
0	0	0	18.42	1.6e+06	28	0	19.25	1	1	2	0	1	2	3.392	1	2	1
0	0	0	27.67	1.6e+06	29	0	19.5	1	1	2	0	1	2	3.4	1	2	1
0	0	0	18.92	1.6e+06	30	0	19.75	1	1	2	0	1	2	3.408	1	2	1
0	0	0	22.67	1.6e+06	31	0	20	1	1	2	0	1	2	3.416	1	2	1
0	0	0	62.5	1.6e+06	32	0	20.25	1	1	2	0	1	2	3.424	0	3	1
0	0	0	23.5	1.6e+06	33	0	20.5	1	1	2	0	1	2	3.432	0	3	1
0	0	0	35.25	1.7e+06	34	0	20.75	1	1	2	0	1	2	3.44	0	3	1
0	0	0	56.83	1.7e+06	35	0	21	1	1	2	0	1	2	3.448	0	3	1
0	0	0	53.33	1.7e+06	36	0	21.25	0	1	2	0	1	2	3.456	0	3	1
0	0	0	41.17	1.7e+06	37	0	21.5	0	1	2	0	1	2	3.464	0	3	1
0	0	0	42.17	1.7e+06	32	0	21.75	0	1	2	0	1	2	3.472	0	3	1
0	0	0	41.17	1.7e+06	33	0	22	0	1	2	0	1	2	3.48	0	3	1
0	0	0	33.75	1.8e+06	34	0	22.25	0	1	2	0	1	2	3.488	0	3	1
0	0	0	25.67	1.8e+06	35	0	22.5	0	1	2	0	1	2	3.496	0	2	1
0	0	0	24.33	1.8e+06	36	0	22.75	0	1	2	0	1	2	3.504	0	2	1
0	0	0	23.33	1.8e+06	37	0	23	0	1	2	0	1	2	3.512	0	2	1
0	0	0	30.67	1.8e+06	38	0	23.25	0	1	2	0	1	2	3.52	0	2	1
0	0	0	37.17	1.8e+06	39	0	2	0	1	2	0	1	2	3.528	0	2	1
0	0	0	26.25	1.9e+06	40	0	4.1	0	1	2	0	1	2	3.536	0	2	1
0	0	0	29.75	1.9e+06	41	0	6.2	0	1	2	0	1	2	3.544	0	2	1
0	0	0	23	1.9e+06	42	0	8.3	0	1	2	0	1	2	3.552	0	2	1
0	0	0	17.25	1.9e+06	43	0	10.4	0	1	2	0	1	2	3.56	0	2	1
0	0	0	29.25	1.9e+06	44	0	12.5	0	1	2	0	1	2	3.568	0	2	1
0	0	0	28.58	1.9e+06	45	0	14.6	0	1	2	0	1	2	3.576	0	3	1
0	0	0	34.58	2.0e+06	46	0	16.7	0	1	2	0	1	2	3.584	0	3	1
0	0	0	23.42	2.0e+06	47	0	18.8	0	1	2	0	1	2	3.592	0	3	1
0	0	0	25	2.0e+06	48	0	20.9	0	1	2	0	1	2	3.6	0	3	1
0	0	0	18.75	2.0e+06	49	0	23	0	1	2	0	1	2	3.608	0	3	1
0	0	0	17.08	2.0e+06	50	0	25.1	0	1	2	0	1	1	3.616	0	3	1
0	0	0	16.08	2.1e+06	19	0	27.2	0	1	2	0	1	3	3.624	0	3	1
0	0	0	32.92	2.1e+06	20	0	29.3	0	1	2	0	1	3	3.632	0	1	1
0	0	0	20.33	2.1e+06	21	0	31.4	0	1	2	0	1	3	3.64	0	1	1
0	0	0	21.75	2.1e+06	22	0	33.5	0	1	2	0	1	3	3.648	0	1	1
0	0	0	33.17	2.1e+06	23	0	1	0	1	2	0	1	3	3.656	0	1	1
0	0	0	25.33	2.1e+06	24	0	1.2	0	1	2	0	1	3	3.664	0	1	1
0	0	0	24.75	2.2e+06	25	0	1.4	0	1	2	0	1	3	3.672	0	1	1
0	0	0	30.83	2.2e+06	26	0	1.6	0	1	2	0	1	3	3.68	0	1	1
0	0	0	20.75	2.2e+06	27	0	1.8	0	1	2	0	1	3	3.688	0	3	1
0	0	0	40.33	2.2e+06	28	0	2	0	1	2	0	1	3	3.696	0	3	1
0	0	0	29.42	2.2e+06	29	0	2.2	0	1	2	0	1	3	3.704	0	3	1
0	0	0	40.92	2.2e+06	30	0	2.4	0	1	2	0	1	3	3.712	0	3	1
0	0	0	29.5	2.3e+06	31	0	2.6	0	1	2	0	1	3	3.72	0	3	1
0	0	0	54.42	2.3e+06	32	0	2.8	0	1	2	0	1	3	3.728	0	3	1
0	0	0	34	2.3e+06	33	0	3	0	1	3	0	1	3	3.736	0	3	1
0	0	0	25	2.3e+06	34	0	3.2	0	1	3	0	1	3	3.744	0	3	1
0	0	0	26.58	2.3e+06	35	0	3.4	0	1	3	0	1	3	3.752	0	3	1
0	0	0	33.08	2.3e+06	36	0	3.6	0	1	3	0	1	3	3.76	0	3	1
0	0	0	33.67	2.4e+06	37	1	3.8	0	1	3	0	1	3	3.768	0	3	1
0	0	0	36.17	2.4e+06	38	1	4	0	1	3	0	1	3	3.776	0	3	1
0	0	0	19.5	2.4e+06	39	1	4.2	0	1	3	0	1	3	3.784	0	3	1
0	0	0	24.17	2.4e+06	40	1	4.4	0	1	3	1	1	3	3.792	0	3	1
0	0	0	30.5	2.4e+06	41	1	4.6	0	1	3	1	1	3	3.8	0	3	1
0	0	0	20	2.4e+06	42	1	4.8	0	1	3	1	1	3	3.808	0	3	1
0	0	0	25.33	2.5e+06	43	1	5	0	1	3	1	1	3	3.816	0	3	1
0	0	0	29.58	2.5e+06	44	1	5.2	0	1	3	1	1	3	3.45	0	3	1
0	0	0	43.17	2.5e+06	45	1	5.4	0	1	0	1	1	3	3.525	0	3	1
0	0	0	28.75	2.5e+06	46	1	5.6	0	1	0	1	1	3	3.6	0	3	1
0	0	0	31.57	2.5e+06	47	1	5.8	0	1	0	1	1	1	3.675	0	3	1
0	0	0	20.25	2.5e+06	48	1	6	0	1	0	1	1	1	3.75	0	3	1
0	0	0	45	2.6e+06	49	1	6.2	0	1	0	1	1	1	3.825	0	3	1
0	0	0	22.83	2.6e+06	50	1	6.4	0	1	0	1	1	1	3.9	0	3	1
0	0	0	20.67	2.6e+06	51	1	6.6	0	1	0	1	1	1	3.975	0	3	1
0	0	0	27.83	2.6e+06	52	1	6.8	0	1	0	1	1	1	4.05	0	3	1
0	0	0	40.92	2.6e+06	53	1	7	0	1	0	1	1	1	4.125	0	3	1
0	0	0	56.42	2.6e+06	54	1	7.2	0	1	0	1	1	1	4.2	0	3	1
0	0	0	64.08	2.7e+06	55	1	7.4	0	1	0	1	1	1	4.275	0	3	1
0	0	0	22.42	2.7e+06	56	1	7.6	0	1	0	1	1	1	4.35	0	3	1
0	0	0	24.33	2.7e+06	57	1	7.8	0	1	0	1	1	1	3.5	0	3	1
0	0	0	69.5	2.7e+06	58	1	8	0	1	0	1	1	1	3.545	0	3	1
0	0	0	35.58	2.7e+06	59	0	8.2	0	1	0	1	1	1	3.59	0	3	1
0	0	0	48.33	2.7e+06	60	0	8.4	0	1	0	1	1	1	3.635	0	3	3
0	0	0	28.08	2.8e+06	61	0	8.6	0	1	0	1	1	1	3.68	0	3	3
0	0	0	35.17	2.8e+06	22	0	8.8	0	1	0	1	1	1	3.725	0	3	3
0	0	0	49.5	2.8e+06	23	0	9	0	1	0	1	1	1	3.77	0	1	3
0	0	0	80.25	2.8e+06	24	0	9.2	0	1	0	1	2	1	3.815	0	1	3
0	0	0	29.25	2.8e+06	25	0	9.4	0	1	0	1	2	1	3.86	0	1	3
0	0	0	16.92	2.8e+06	26	0	9.6	0	1	0	1	2	1	3.905	0	1	3
0	0	0	16	2.9e+06	27	0	9.8	0	1	0	1	2	1	3.95	0	1	3
0	0	0	60.08	2.9e+06	28	0	10	0	1	0	1	2	1	3.995	0	3	3
0	0	0	28	2.9e+06	29	0	10.2	0	0	0	1	2	1	4.04	0	3	3
0	0	0	41.5	2.9e+06	30	0	10.4	0	0	0	1	2	1	4.085	0	3	3
0	0	0	24.08	2.9e+06	31	0	10.6	0	0	0	1	3	1	4.13	0	3	3
0	0	0	24.5	3.0e+06	32	0	10.8	0	0	0	1	3	1	4.175	0	3	3
0	0	0	34.75	3.0e+06	33	0	11	0	0	0	1	3	1	4.22	0	3	3
0	0	0	33.67	3.0e+06	34	0	11.2	0	0	0	1	3	1	4.265	0	3	3
0	0	0	40.83	3.0e+06	35	0	11.4	0	0	0	1	3	1	4.31	0	3	3
0	0	0	20.42	3.0e+06	36	0	11.6	0	0	0	1	3	1	4.355	0	3	3
0	0	0	37.5	3.0e+06	37	0	11.8	0	0	0	1	2	1	4.4	0	3	3
0	0	0	48.5	3.1e+06	38	0	12	0	0	0	1	2	1	4.445	0	3	3
0	0	1	23	3.1e+06	39	0	12.2	0	0	0	0	2	1	4.49	0	3	3
0	0	1	35	3.1e+06	40	0	12.4	0	0	0	0	2	1	4.535	0	3	3
0	0	1	16.33	3.1e+06	41	0	12.6	0	0	0	0	2	1	4.58	0	3	3
0	0	1	22.67	3.1e+06	42	0	12.8	0	0	0	0	2	1	4.625	0	3	3
0	0	1	21.75	3.1e+06	43	0	13	0	0	0	0	2	1	4.67	0	3	3
0	0	1	25.08	3.2e+06	44	0	13.2	0	0	0	0	2	1	4.715	0	3	3
0	0	1	36.33	3.2e+06	45	0	13.4	0	0	0	0	2	1	4.76	0	3	3
0	0	1	28.58	3.2e+06	46	0	13.6	0	0	0	0	1	1	4.805	0	3	3
0	0	1	22.17	3.2e+06	47	1	13.8	0	0	0	0	1	1	4.85	0	3	3
0	0	1	34.17	3.2e+06	48	1	14	0	0	0	0	1	1	4.895	0	2	3
0	0	1	35	3.2e+06	49	1	14.2	0	0	0	0	1	1	3.5	0	2	3
0	0	1	28.58	3.3e+06	50	1	14.4	0	0	0	0	1	1	3.506	0	2	3
0	0	1	19.17	3.3e+06	51	1	14.6	0	0	0	0	1	1	3.512	0	3	3
0	0	1	23.25	3.3e+06	52	1	14.8	0	0	0	0	1	1	3.518	0	3	3
0	0	1	16.5	3.3e+06	53	1	15	0	0	0	0	1	1	3.524	0	3	3
0	0	1	20.08	3.3e+06	54	1	15.2	0	0	0	0	1	1	3.53	0	3	3
0	0	1	22.33	3.3e+06	55	1	15.4	0	0	0	0	1	1	3.536	0	3	3
0	0	1	34	3.4e+06	56	1	15.6	0	0	0	0	1	1	3.542	0	3	3
0	0	1	57.08	3.4e+06	57	1	15.8	0	0	0	0	1	1	3.548	0	3	3
0	0	1	16.25	3.4e+06	58	1	16	0	0	0	0	1	1	3.554	0	3	3
0	0	1	32.83	3.4e+06	59	1	16.2	0	0	0	0	1	1	3.56	0	3	3
0	0	1	48.25	3.4e+06	60	1	16.4	0	0	0	0	1	1	3.566	0	3	3
0	0	1	34.17	3.4e+06	61	1	16.6	0	0	0	0	1	1	3.572	0	3	3
0	0	1	18.33	3.5e+06	62	1	16.8	0	0	0	0	1	1	3.578	0	3	3
0	0	1	44.25	3.5e+06	63	1	17	0	0	0	0	1	1	3.584	0	3	3
0	0	1	38.92	3.5e+06	64	1	17.2	0	0	0	0	1	1	3.59	0	3	3
0	0	1	31.58	3.5e+06	26	1	17.4	0	0	0	0	1	1	3.596	0	2	3
0	0	1	25.08	3.5e+06	27	1	17.6	0	0	1	0	1	1	3.602	0	2	3
0	0	1	65.42	3.5e+06	28	1	17.8	0	0	1	0	1	1	3.608	0	2	3
0	0	1	41.33	3.6e+06	29	1	18	0	0	1	0	1	1	3.614	0	2	3
0	0	1	31.25	3.6e+06	30	1	18.2	1	0	1	0	1	1	3.1	0	2	3
0	0	1	36.75	3.6e+06	31	1	18.4	1	0	1	0	1	1	3.105	0	2	3
0	0	1	32.33	3.6e+06	32	1	18.6	1	0	1	0	1	1	3.11	0	2	3
0	0	1	31.92	3.6e+06	33	1	18.8	1	0	1	0	1	1	3.115	0	2	3
0	0	1	24.83	3.6e+06	34	1	19	1	0	1	0	1	1	3.12	0	2	3
0	0	1	21.92	3.7e+06	35	1	19.2	1	0	1	0	1	2	3.125	0	2	3
0	0	1	34.25	3.7e+06	36	1	19.4	1	0	1	0	1	2	3.13	0	2	2
0	0	1	51.83	3.7e+06	37	1	19.6	1	0	1	0	1	2	3.135	0	2	2
0	0	1	31.57	3.7e+06	38	1	19.8	1	0	1	0	1	2	3.14	0	2	2
0	0	1	38.42	3.7e+06	39	1	20	1	0	1	0	1	2	3.145	0	2	2
0	0	1	39.17	3.8e+06	40	1	20.2	1	0	1	0	1	2	3.15	0	2	2
